userName,at,content,score,thumbsUpCount,content_processed_FINAL,tokenize_review,no_symbol,label
Norrick Peterson,10/13/2025 13:21,often error on the server or system and often lag :)i miss the old gt man,5,0,often error on the server or system and often lag miss the old man,"['often', 'error', 'on', 'the', 'server', 'or', 'system', 'and', 'often', 'lag', 'miss', 'the', 'old', 'man']","['often', 'error', 'on', 'the', 'server', 'or', 'system', 'and', 'often', 'lag', 'miss', 'the', 'old', 'man']",positive
Syabil Bilal,10/13/2025 2:30,perbaikannnn,5,1,perbaikannnn,['perbaikannnn'],['perbaikannnn'],positive
Hero,10/12/2025 16:30,plishoki,5,0,plishoki,['plishoki'],['plishoki'],positive
Raihan Fikri Akbari,10/12/2025 13:53,game bagus server lancar ga banyak bot terimakasih growtopia bikin hari ku senang 🤭,5,0,game bagus server lancar bot terimakasih ku senang,"['game', 'bagus', 'server', 'lancar', 'bot', 'terimakasih', 'ku', 'senang']","['game', 'bagus', 'server', 'lancar', 'bot', 'terimakasih', 'ku', 'senang']",positive
Mawar Ruliana,10/12/2025 12:33,fasa,5,0,fasa,['fasa'],['fasa'],positive
Rumiati Astuti,10/12/2025 12:24,seru sekali ini game,5,0,seru game,"['seru', 'game']","['seru', 'game']",positive
Muhammad Aldi,10/12/2025 11:05,sistem growtopia selalu lag di masalah id sama pw dan banyak lag lag lag pls update ur server bruhhh,5,0,sistem lag id pw lag lag lag pls update ur server bruhhh,"['sistem', 'lag', 'id', 'pw', 'lag', 'lag', 'lag', 'pls', 'update', 'ur', 'server', 'bruhhh']","['sistem', 'lag', 'id', 'pw', 'lag', 'lag', 'lag', 'pls', 'update', 'ur', 'server', 'bruhhh']",positive
Iqbal Nih,10/12/2025 9:19,bagsu,5,0,bagsu,['bagsu'],['bagsu'],positive
Fikri FikriNurcahyono,10/12/2025 6:42,game ko aneh,5,0,game ko aneh,"['game', 'ko', 'aneh']","['game', 'ko', 'aneh']",positive
rafif,10/12/2025 6:23,"game yg seru,tapi tolong di perbaiki masalah error saat login",4,0,game serutapi tolong baik error login,"['game', 'serutapi', 'tolong', 'baik', 'error', 'login']","['game', 'serutapi', 'tolong', 'baik', 'error', 'login']",positive
Ilham Akunn,10/12/2025 5:48,seru tapi banyak bot,5,0,seru bot,"['seru', 'bot']","['seru', 'bot']",positive
Noval Ahmad,10/12/2025 4:07,kenapa sih ip keluar sendiri terus gak bisa login dan lagi jaringan ku vpn apa aku pake jaringan xl aku di indonesia,4,0,ip login jaring ku vpn jaring xl indonesia,"['ip', 'login', 'jaring', 'ku', 'vpn', 'jaring', 'xl', 'indonesia']","['ip', 'login', 'jaring', 'ku', 'vpn', 'jaring', 'xl', 'indonesia']",positive
Bot2,10/11/2025 19:18,"the more you update it, the more it breaks👍🏻(semakin di update semakin rusak👍🏻) why did i give it 5 stars? yes, so it's at the top.(kenapa saya kasi bintang 5?ya biar di atas)",5,0,the more you update it the more it breakssemakin update rusak why did give it stars yes so its at the topkenapa kasi bintang biar,"['the', 'more', 'you', 'update', 'it', 'the', 'more', 'it', 'breakssemakin', 'update', 'rusak', 'why', 'did', 'give', 'it', 'stars', 'yes', 'so', 'its', 'at', 'the', 'topkenapa', 'kasi', 'bintang', 'biar']","['the', 'more', 'you', 'update', 'it', 'the', 'more', 'it', 'breakssemakin', 'update', 'rusak', 'why', 'did', 'give', 'it', 'stars', 'yes', 'so', 'its', 'at', 'the', 'topkenapa', 'kasi', 'bintang', 'biar']",positive
TIRTAAA,10/11/2025 9:23,"lag mulu zirr""try login again"" geramyo😹",5,1,lag mulu zirrtry login again geramyo,"['lag', 'mulu', 'zirrtry', 'login', 'again', 'geramyo']","['lag', 'mulu', 'zirrtry', 'login', 'again', 'geramyo']",positive
Pais Purwanto,10/11/2025 6:39,keren semoga servernya ga ngelek saya maen dah lama ini baru comeback lagi terimakasih ubisoft🤩🤩🤩,5,0,keren moga servernya ngelek maen comeback terimakasih ubisoft,"['keren', 'moga', 'servernya', 'ngelek', 'maen', 'comeback', 'terimakasih', 'ubisoft']","['keren', 'moga', 'servernya', 'ngelek', 'maen', 'comeback', 'terimakasih', 'ubisoft']",positive
Mitra Galaxy,10/11/2025 6:02,game nya ngebosenin coba aja tiba tiba ada admin yang datang ke aku baru ngasih semua item langka auto ku promosikan gamenya,4,0,game ngebosenin coba ngasih item langka auto ku promosi gamenya,"['game', 'ngebosenin', 'coba', 'ngasih', 'item', 'langka', 'auto', 'ku', 'promosi', 'gamenya']","['game', 'ngebosenin', 'coba', 'ngasih', 'item', 'langka', 'auto', 'ku', 'promosi', 'gamenya']",positive
Bhima Yusafine,10/11/2025 4:33,gem bagus dan band band i anak pakek gl atau pun proxy biar gak dead gem dan banyak bot kurangi semakin login. semakin banyak bot yang auto atau kasino,5,0,game bagus band band anak pakek gl proxy biar dead game bot kurang login bot auto kasino,"['game', 'bagus', 'band', 'band', 'anak', 'pakek', 'gl', 'proxy', 'biar', 'dead', 'game', 'bot', 'kurang', 'login', 'bot', 'auto', 'kasino']","['game', 'bagus', 'band', 'band', 'anak', 'pakek', 'gl', 'proxy', 'biar', 'dead', 'game', 'bot', 'kurang', 'login', 'bot', 'auto', 'kasino']",positive
Bang R,10/11/2025 4:27,overloaded server,4,0,overloaded server,"['overloaded', 'server']","['overloaded', 'server']",positive
Ff Gemge,10/11/2025 3:32,gamenya keren,5,0,gamenya keren,"['gamenya', 'keren']","['gamenya', 'keren']",positive
Totoy tangker,10/10/2025 14:51,"nice game, but server very bad",5,0,nice game but server very bad,"['nice', 'game', 'but', 'server', 'very', 'bad']","['nice', 'game', 'but', 'server', 'very', 'bad']",positive
Danu Rahmandito,10/10/2025 13:38,"ubisoft pls fix ur game ,why my ping is good , buy in growtopia is very lag example : can't enter world , reconnect"" , and very lagg",5,0,ubisoft pls fix ur game why my ping is good buy in is very lag example cant enter world reconnect and very lagg,"['ubisoft', 'pls', 'fix', 'ur', 'game', 'why', 'my', 'ping', 'is', 'good', 'buy', 'in', 'is', 'very', 'lag', 'example', 'cant', 'enter', 'world', 'reconnect', 'and', 'very', 'lagg']","['ubisoft', 'pls', 'fix', 'ur', 'game', 'why', 'my', 'ping', 'is', 'good', 'buy', 'in', 'is', 'very', 'lag', 'example', 'cant', 'enter', 'world', 'reconnect', 'and', 'very', 'lagg']",positive
Devin Alviano,10/10/2025 13:23,game bagus,5,0,game bagus,"['game', 'bagus']","['game', 'bagus']",positive
Killing Machine,10/6/2025 14:49,good game :),5,0,good game,"['good', 'game']","['good', 'game']",positive
rajino rajino,10/10/2025 7:34,"plis pada comeback gt ya, aku kgn 🤗😀",5,0,plis comeback kgn,"['plis', 'comeback', 'kgn']","['plis', 'comeback', 'kgn']",positive
Desta Riyadi,10/10/2025 6:08,big w i got sun blade,5,0,big got sun blade,"['big', 'got', 'sun', 'blade']","['big', 'got', 'sun', 'blade']",positive
Moses Timothy,10/10/2025 3:52,gg semoga 28 19 sama 00 trus gua,5,0,gg moga trus,"['gg', 'moga', 'trus']","['gg', 'moga', 'trus']",positive
opm 50k,10/10/2025 3:15,game bagus saran dari gua benerin server aja dulu biar enga full mulu,5,0,game bagus saran benerin server biar enga full mulu,"['game', 'bagus', 'saran', 'benerin', 'server', 'biar', 'enga', 'full', 'mulu']","['game', 'bagus', 'saran', 'benerin', 'server', 'biar', 'enga', 'full', 'mulu']",positive
Hahass Hahsh,10/10/2025 1:53,"bintang 5 biar up aku pake wifi ga bisa on 4 bulan, dan biasa nya pake vpn favorit bisa srkarang ga bisa kecewa berat gamr aneh",5,0,bintang biar up wifi on vpn favorit srkarang kecewa berat gamr aneh,"['bintang', 'biar', 'up', 'wifi', 'on', 'vpn', 'favorit', 'srkarang', 'kecewa', 'berat', 'gamr', 'aneh']","['bintang', 'biar', 'up', 'wifi', 'on', 'vpn', 'favorit', 'srkarang', 'kecewa', 'berat', 'gamr', 'aneh']",positive
Abdurrahman Naufal,10/10/2025 0:44,"game ny membaik, server kadang lancar, tapi sering dc, bot juga masih banyak",5,0,game ny baik server kadang lancar dc bot,"['game', 'ny', 'baik', 'server', 'kadang', 'lancar', 'dc', 'bot']","['game', 'ny', 'baik', 'server', 'kadang', 'lancar', 'dc', 'bot']",positive
Hermin Yuliyani,10/9/2025 22:49,growtopia game terbaikk,5,0,game terbaikk,"['game', 'terbaikk']","['game', 'terbaikk']",positive
Nanang Permana,10/9/2025 18:37,"banyak yang kritik bukanya lebih baik gamenya malah makin menjadi, tolong di urus itu bot,spamer, csn, qq udah ban aja,gak bakalan rugi ngeban akun hama kaya gitu",4,0,kritik buka gamenya tolong urus botspamer csn qq udah ban ajagak rugi ngeban akun hama kaya,"['kritik', 'buka', 'gamenya', 'tolong', 'urus', 'botspamer', 'csn', 'qq', 'udah', 'ban', 'ajagak', 'rugi', 'ngeban', 'akun', 'hama', 'kaya']","['kritik', 'buka', 'gamenya', 'tolong', 'urus', 'botspamer', 'csn', 'qq', 'udah', 'ban', 'ajagak', 'rugi', 'ngeban', 'akun', 'hama', 'kaya']",positive
AidiL Fikri,10/9/2025 14:59,"thanks u got me, pls unban my account id : 1woo",5,1,thanks got me pls unban my account id woo,"['thanks', 'got', 'me', 'pls', 'unban', 'my', 'account', 'id', 'woo']","['thanks', 'got', 'me', 'pls', 'unban', 'my', 'account', 'id', 'woo']",positive
Rama aji Pangestu,10/9/2025 14:55,game seru,5,0,game seru,"['game', 'seru']","['game', 'seru']",positive
Denis H,10/9/2025 14:37,"i love this game, because this game i have many friend",5,1,love this game because this game have many friend,"['love', 'this', 'game', 'because', 'this', 'game', 'have', 'many', 'friend']","['love', 'this', 'game', 'because', 'this', 'game', 'have', 'many', 'friend']",positive
Rezky Has Died,10/9/2025 14:33,please develop it further especially regarding the server being too heavy,5,0,please develop it further especially regarding the server being too heavy,"['please', 'develop', 'it', 'further', 'especially', 'regarding', 'the', 'server', 'being', 'too', 'heavy']","['please', 'develop', 'it', 'further', 'especially', 'regarding', 'the', 'server', 'being', 'too', 'heavy']",positive
Jerred Cangniago,10/9/2025 14:24,fk this game,5,0,fk this game,"['fk', 'this', 'game']","['fk', 'this', 'game']",positive
Muhammad Ikhbal,10/9/2025 14:15,permainannya seru banget,5,0,main seru banget,"['main', 'seru', 'banget']","['main', 'seru', 'banget']",positive
Zea Alza,10/9/2025 13:56,sangat seru🧢🧢🧢🧢,5,0,seru,['seru'],['seru'],positive
Aditya yusuf Ardinanja,10/9/2025 13:51,udah bagus kok,5,0,udah bagus,"['udah', 'bagus']","['udah', 'bagus']",positive
Yuda Arizki,10/9/2025 13:46,idk just 5 stars,5,2,idk just stars,"['idk', 'just', 'stars']","['idk', 'just', 'stars']",positive
Abi Masabhi,10/9/2025 13:45,server semakin lama semakin rusak,4,0,server rusak,"['server', 'rusak']","['server', 'rusak']",positive
RoSyiD LaZimA,10/9/2025 13:38,aku memberikan bintang 5 karena item di dalam gamenya menarik untuk dimiliki.,5,0,bintang item gamenya tarik milik,"['bintang', 'item', 'gamenya', 'tarik', 'milik']","['bintang', 'item', 'gamenya', 'tarik', 'milik']",positive
Ziqo Hamdani,10/9/2025 13:37,windah baaudara di ban,5,0,windah baaudara ban,"['windah', 'baaudara', 'ban']","['windah', 'baaudara', 'ban']",positive
Roo Tempest,10/9/2025 13:30,noob server,5,0,noob server,"['noob', 'server']","['noob', 'server']",positive
Huda Bani,10/9/2025 13:28,"mantaap, beri aku keberuntungan",5,0,mantaap untung,"['mantaap', 'untung']","['mantaap', 'untung']",positive
Ray zan,10/9/2025 13:24,game gak jelas jelek susah login tapi sekali nya bisa seru😭,5,0,game jelek susah login seru,"['game', 'jelek', 'susah', 'login', 'seru']","['game', 'jelek', 'susah', 'login', 'seru']",positive
evan,10/9/2025 13:24,best game ever,5,0,best game ever,"['best', 'game', 'ever']","['best', 'game', 'ever']",positive
Rifky Aditiya,10/9/2025 13:23,game banyak kendala tapi aku suka game ini..,5,0,game kendala suka game,"['game', 'kendala', 'suka', 'game']","['game', 'kendala', 'suka', 'game']",positive
Iiw game,10/9/2025 10:38,game yang sangat menyenangkan 😍,5,0,game senang,"['game', 'senang']","['game', 'senang']",positive
Private Account,10/9/2025 9:36,"hello, growtopia. i own a truphboard account. i would like to inquire as to why my account was banned by a third-party program. i have never used any third-party programs or anything like that while playing growtopia. please unban my account. my growid is truphboard. thank you.",4,0,hello own truphboard account would like to inquire as to why my account was banned by thirdparty program have never used any thirdparty programs or anything like that while playing please unban my account my growid is truphboard thank you,"['hello', 'own', 'truphboard', 'account', 'would', 'like', 'to', 'inquire', 'as', 'to', 'why', 'my', 'account', 'was', 'banned', 'by', 'thirdparty', 'program', 'have', 'never', 'used', 'any', 'thirdparty', 'programs', 'or', 'anything', 'like', 'that', 'while', 'playing', 'please', 'unban', 'my', 'account', 'my', 'growid', 'is', 'truphboard', 'thank', 'you']","['hello', 'own', 'truphboard', 'account', 'would', 'like', 'to', 'inquire', 'as', 'to', 'why', 'my', 'account', 'was', 'banned', 'by', 'thirdparty', 'program', 'have', 'never', 'used', 'any', 'thirdparty', 'programs', 'or', 'anything', 'like', 'that', 'while', 'playing', 'please', 'unban', 'my', 'account', 'my', 'growid', 'is', 'truphboard', 'thank', 'you']",positive
rell,10/9/2025 9:03,woi game bagus ini,5,0,game bagus,"['game', 'bagus']","['game', 'bagus']",positive
RafiBuilders Man,10/9/2025 7:13,game mati banyak bot minta dl dong,5,0,game mati bot dl,"['game', 'mati', 'bot', 'dl']","['game', 'mati', 'bot', 'dl']",positive
Yuli Anti,10/9/2025 4:23,keren tapi buat login nya kadang2 susuh karena kebanyakan bot kalau bisa di perbaiki,5,0,keren login kadang susuh banyak bot baik,"['keren', 'login', 'kadang', 'susuh', 'banyak', 'bot', 'baik']","['keren', 'login', 'kadang', 'susuh', 'banyak', 'bot', 'baik']",positive
Aji Polsuspas,10/8/2025 23:53,ini gimn kok dr td gak bisa masuk ke game bacaanya connect try again padahal make wifi jaringan nya bagus benerin dulu klo bagus aku ksh bintang 5,5,0,gimn dr td masuk game bacaanya connect try again make wifi jaring bagus benerin bagus ksh bintang,"['gimn', 'dr', 'td', 'masuk', 'game', 'bacaanya', 'connect', 'try', 'again', 'make', 'wifi', 'jaring', 'bagus', 'benerin', 'bagus', 'ksh', 'bintang']","['gimn', 'dr', 'td', 'masuk', 'game', 'bacaanya', 'connect', 'try', 'again', 'make', 'wifi', 'jaring', 'bagus', 'benerin', 'bagus', 'ksh', 'bintang']",positive
Gud Boyy,10/8/2025 12:31,"game bagus, banyak kenangan di game ini",5,0,game bagus kenang game,"['game', 'bagus', 'kenang', 'game']","['game', 'bagus', 'kenang', 'game']",positive
Kifli Beben,10/8/2025 10:56,baru main,5,0,main,['main'],['main'],positive
Lazim iM3c,10/8/2025 8:03,saya tidak bisa instal game ini lagi at my potato phone cry:(,5,0,instal game at my potato phone cry,"['instal', 'game', 'at', 'my', 'potato', 'phone', 'cry']","['instal', 'game', 'at', 'my', 'potato', 'phone', 'cry']",positive
Dave Dip,10/8/2025 5:58,saya kasih bintang 5 karena saya pernah main game ini tapi saya sekarang susah login tolong di perbaiki ya developer terimakasih,5,0,kasih bintang main game susah login tolong baik developer terimakasih,"['kasih', 'bintang', 'main', 'game', 'susah', 'login', 'tolong', 'baik', 'developer', 'terimakasih']","['kasih', 'bintang', 'main', 'game', 'susah', 'login', 'tolong', 'baik', 'developer', 'terimakasih']",positive
Muhammad Rizqy samudra,10/8/2025 1:07,gacor,5,0,gacor,['gacor'],['gacor'],positive
Daffa Ta,10/8/2025 0:53,"mohon untuk pihak growtopia untuk sistem login nya di benerin kayak dulu kalo sekarang error, error nya itu kalo mau login ke akun kita pakai wifi gabisa harus pake kuota/data dan juga ban player yang sering menggunakan bot apalagi world casino, saya berharap untuk sistem login ke akun di ubah seperti dulu❤️",4,2,mohon sistem login benerin kayak error error login akun pakai wifi gabisa kuotadata ban player bot world casino harap sistem login akun ubah,"['mohon', 'sistem', 'login', 'benerin', 'kayak', 'error', 'error', 'login', 'akun', 'pakai', 'wifi', 'gabisa', 'kuotadata', 'ban', 'player', 'bot', 'world', 'casino', 'harap', 'sistem', 'login', 'akun', 'ubah']","['mohon', 'sistem', 'login', 'benerin', 'kayak', 'error', 'error', 'login', 'akun', 'pakai', 'wifi', 'gabisa', 'kuotadata', 'ban', 'player', 'bot', 'world', 'casino', 'harap', 'sistem', 'login', 'akun', 'ubah']",positive
Akbar Muhammad,10/8/2025 0:44,ㅤdonate at sidebuye,5,0,donate at sidebuye,"['donate', 'at', 'sidebuye']","['donate', 'at', 'sidebuye']",positive
FAIZAL RAMADHAN,10/7/2025 22:57,"untuk perlindungan akun cukup ketat, karena memiliki banyak session yang mesti di pilih dan lumayan oke juga keamanan nya, cuman 1 yang kecewa dengan saat login yaitu ""terdeteksi pakai vpn"" saya login menggunakan kuota internet standar pribadi atau wifi pribadi saya tanpa vpn, jadi tolong di update lagi supaya tidak terjadi hal seperti ini terimakasih 😇",4,3,lindung akun ketat milik session mesti pilih lumayan oke aman cuman kecewa login deteksi pakai vpn login kuota internet standar pribadi wifi pribadi vpn tolong update terimakasih,"['lindung', 'akun', 'ketat', 'milik', 'session', 'mesti', 'pilih', 'lumayan', 'oke', 'aman', 'cuman', 'kecewa', 'login', 'deteksi', 'pakai', 'vpn', 'login', 'kuota', 'internet', 'standar', 'pribadi', 'wifi', 'pribadi', 'vpn', 'tolong', 'update', 'terimakasih']","['lindung', 'akun', 'ketat', 'milik', 'session', 'mesti', 'pilih', 'lumayan', 'oke', 'aman', 'cuman', 'kecewa', 'login', 'deteksi', 'pakai', 'vpn', 'login', 'kuota', 'internet', 'standar', 'pribadi', 'wifi', 'pribadi', 'vpn', 'tolong', 'update', 'terimakasih']",positive
Asa Zishd,10/7/2025 20:14,ngeleg benerin server,5,0,ngeleg benerin server,"['ngeleg', 'benerin', 'server']","['ngeleg', 'benerin', 'server']",positive
DALZR,10/7/2025 14:19,the game is good but now it's a bit difficult to log in,4,0,the game is good but now its bit difficult to login in,"['the', 'game', 'is', 'good', 'but', 'now', 'its', 'bit', 'difficult', 'to', 'login', 'in']","['the', 'game', 'is', 'good', 'but', 'now', 'its', 'bit', 'difficult', 'to', 'login', 'in']",positive
Dika Kurniawan,10/7/2025 14:18,game nya bagus banget cocok buat orang yg lagi gila ngabisin duit nya disini.,5,0,game bagus banget cocok orang gila ngabisin duit,"['game', 'bagus', 'banget', 'cocok', 'orang', 'gila', 'ngabisin', 'duit']","['game', 'bagus', 'banget', 'cocok', 'orang', 'gila', 'ngabisin', 'duit']",positive
Miya Awekening,10/7/2025 14:14,bisa login aja bersyukur banget,5,4,login syukur banget,"['login', 'syukur', 'banget']","['login', 'syukur', 'banget']",positive
Sugeng Sugianto,10/7/2025 12:26,gamenya ngontol,5,0,gamenya ngontol,"['gamenya', 'ngontol']","['gamenya', 'ngontol']",positive
Shafa Muhammad Alif_XB_32,10/7/2025 10:39,"can you fix aap system?, thes still can hacked",5,0,can you fix aap system thes still can hacked,"['can', 'you', 'fix', 'aap', 'system', 'thes', 'still', 'can', 'hacked']","['can', 'you', 'fix', 'aap', 'system', 'thes', 'still', 'can', 'hacked']",positive
Rezky GG,10/7/2025 8:34,"saat ini game nya seru tapi banyak sekali kendala seperti dc,di tuduh pvn dan lain lain tolong segera perbaiki game nya dan ban para auto",5,0,game seru kendala dcdi tuduh pvn tolong baik game ban auto,"['game', 'seru', 'kendala', 'dcdi', 'tuduh', 'pvn', 'tolong', 'baik', 'game', 'ban', 'auto']","['game', 'seru', 'kendala', 'dcdi', 'tuduh', 'pvn', 'tolong', 'baik', 'game', 'ban', 'auto']",positive
nopal sigma,10/7/2025 8:28,"knp saya beri *4?,karena growtopia sering terjadi disconnect + sering susah masuk growtopia dengan alasan yg sebelum sebelumnya,jadi menurut saya game ini seru saja dan kalian harus menikmatinya.selamat mencoba📥",4,0,knp disconnect susah masuk alas sebelumnyajadi game seru menikmatinyaselamat coba,"['knp', 'disconnect', 'susah', 'masuk', 'alas', 'sebelumnyajadi', 'game', 'seru', 'menikmatinyaselamat', 'coba']","['knp', 'disconnect', 'susah', 'masuk', 'alas', 'sebelumnyajadi', 'game', 'seru', 'menikmatinyaselamat', 'coba']",positive
Rani Mulyani,10/7/2025 8:20,game sejuta kenangan,5,0,game juta kenang,"['game', 'juta', 'kenang']","['game', 'juta', 'kenang']",positive
Rizky Putra,10/7/2025 6:35,saya cukup kecewa dengan tiba tiba saya diband dan tidak sengaja saya minta tolong buat lebih benerin lagi saya suka dengan game ini mungkin saya kalo tidak suka sudah saya kasih bintang satu saya sangat suka dengan game ini tankyu sudah bikin game ini,5,0,kecewa diband sengaja tolong benerin suka game suka kasih bintang suka game tankyu game,"['kecewa', 'diband', 'sengaja', 'tolong', 'benerin', 'suka', 'game', 'suka', 'kasih', 'bintang', 'suka', 'game', 'tankyu', 'game']","['kecewa', 'diband', 'sengaja', 'tolong', 'benerin', 'suka', 'game', 'suka', 'kasih', 'bintang', 'suka', 'game', 'tankyu', 'game']",positive
sigmafenzo,10/6/2025 14:57,"saran gw mah mending hancur2 aja dah ni game, abis tu rebuild jadi lebih baik,",5,0,saran mah mending hancur game abis tu rebuild,"['saran', 'mah', 'mending', 'hancur', 'game', 'abis', 'tu', 'rebuild']","['saran', 'mah', 'mending', 'hancur', 'game', 'abis', 'tu', 'rebuild']",positive
Fer,10/7/2025 3:35,game broken my account suddenly got suspended even though i didn't make any mistakes,5,0,game broken my account suddenly got suspended even though didnt make any mistakes,"['game', 'broken', 'my', 'account', 'suddenly', 'got', 'suspended', 'even', 'though', 'didnt', 'make', 'any', 'mistakes']","['game', 'broken', 'my', 'account', 'suddenly', 'got', 'suspended', 'even', 'though', 'didnt', 'make', 'any', 'mistakes']",positive
Satria Arafi,10/7/2025 2:34,saya tidak memakai vpn tapi setiap login selalu ada pelanggaran jika saya sedang menggunakan vpn mohon perbaiki,5,0,pakai vpn login langgar vpn mohon baik,"['pakai', 'vpn', 'login', 'langgar', 'vpn', 'mohon', 'baik']","['pakai', 'vpn', 'login', 'langgar', 'vpn', 'mohon', 'baik']",positive
Raffa Aprilzha,10/6/2025 14:59,rame lah,5,0,rame,['rame'],['rame'],positive
panji jipang,10/6/2025 22:44,"cheap ssp at hessp nih game lumayan buat ngasah pikiran buat strategi dapetin lock lewat profitan apapun, keren",4,0,cheap ssp at hessp game lumayan ngasah pikir strategi dapetin lock profit apa keren,"['cheap', 'ssp', 'at', 'hessp', 'game', 'lumayan', 'ngasah', 'pikir', 'strategi', 'dapetin', 'lock', 'profit', 'apa', 'keren']","['cheap', 'ssp', 'at', 'hessp', 'game', 'lumayan', 'ngasah', 'pikir', 'strategi', 'dapetin', 'lock', 'profit', 'apa', 'keren']",positive
KratosGaming,10/6/2025 21:26,unban shorbook,5,0,unban shorbook,"['unban', 'shorbook']","['unban', 'shorbook']",positive
Diki19 Gt,10/6/2025 17:28,the best,5,0,the best,"['the', 'best']","['the', 'best']",positive
Halimi SISKO,10/6/2025 17:10,"pleaselah, kenapa salah baned ip mulu, main sehat dibaned, tapi bot merajalela didiemin aja, pls @ubisoft",4,0,pleaselah salah baned ip mulu main sehat dibaned bot rajalela didiemin pls ubisoft,"['pleaselah', 'salah', 'baned', 'ip', 'mulu', 'main', 'sehat', 'dibaned', 'bot', 'rajalela', 'didiemin', 'pls', 'ubisoft']","['pleaselah', 'salah', 'baned', 'ip', 'mulu', 'main', 'sehat', 'dibaned', 'bot', 'rajalela', 'didiemin', 'pls', 'ubisoft']",positive
Dhika,10/6/2025 16:21,"makasih udah buat game ini, karna dari game ini gw bisa belajar cara bergaul dan belajar tentang ekonomi, walaupun sekarang game nya aga rusak karna bot",5,0,makasih udah game karna game ajar gaul ajar ekonomi game aga rusak karna bot,"['makasih', 'udah', 'game', 'karna', 'game', 'ajar', 'gaul', 'ajar', 'ekonomi', 'game', 'aga', 'rusak', 'karna', 'bot']","['makasih', 'udah', 'game', 'karna', 'game', 'ajar', 'gaul', 'ajar', 'ekonomi', 'game', 'aga', 'rusak', 'karna', 'bot']",positive
Nathan Niel,10/6/2025 16:11,"this this a good game but, maybe u can fix some bug or problem in every account",4,0,this this good game but maybe can fix some bug or problem in every account,"['this', 'this', 'good', 'game', 'but', 'maybe', 'can', 'fix', 'some', 'bug', 'or', 'problem', 'in', 'every', 'account']","['this', 'this', 'good', 'game', 'but', 'maybe', 'can', 'fix', 'some', 'bug', 'or', 'problem', 'in', 'every', 'account']",positive
Prabu,10/6/2025 15:20,i like this game alooott,5,0,like this game alooott,"['like', 'this', 'game', 'alooott']","['like', 'this', 'game', 'alooott']",positive
Munav,10/6/2025 15:05,unban my account munav i got suspend because someone using auto in my free bfg,5,0,unban my account munav got suspend because someone using auto in my free bfg,"['unban', 'my', 'account', 'munav', 'got', 'suspend', 'because', 'someone', 'using', 'auto', 'in', 'my', 'free', 'bfg']","['unban', 'my', 'account', 'munav', 'got', 'suspend', 'because', 'someone', 'using', 'auto', 'in', 'my', 'free', 'bfg']",positive
